timeutc,isin,bidPrice,askPrice,bidUnits,askUnits,dateTimeBidAsk,lastPrice,dateTimeLastPrice,changeToPrevDayPercent,changeToPrevDayAbsolute,currentValidVolume
00:15:07.555915,DE0005933931,0.0,0.0,0.0,0.0,2023-04-24T17:36:33+02:00,133.54,2023-04-24T17:36:22+02:00,-0.089780039,-0.12,13872002.66
00:15:07.556221,US0378331005,0.0,0.0,0.0,0.0,2023-04-24T17:45:30+02:00,149.06,2023-04-24T17:35:37+02:00,-0.9041350885,-1.36,5160717.24
00:15:07.556344,DE0007164600,0.0,0.0,0.0,0.0,2023-04-24T17:45:00+02:00,119.88,2023-04-24T17:42:45+02:00,-1.4630938682,-1.78,222197902.4
00:55:08.716513,DE0005933931,0.0,0.0,0.0,0.0,2023-04-24T17:36:33+02:00,133.54,2023-04-24T17:36:22+02:00,-0.089780039,-0.12,13872002.66
00:55:08.717460,DE0007164600,0.0,0.0,0.0,0.0,2023-04-24T17:45:00+02:00,119.88,2023-04-24T17:42:45+02:00,-1.4630938682,-1.78,222197902.4
00:55:08.719514,US0378331005,0.0,0.0,0.0,0.0,2023-04-24T17:45:30+02:00,149.06,2023-04-24T17:35:37+02:00,-0.9041350885,-1.36,5160717.24
01:35:09.708743,DE0005933931,0.0,0.0,0.0,0.0,2023-04-24T17:36:33+02:00,133.54,2023-04-24T17:36:22+02:00,-0.089780039,-0.12,13872002.66
01:35:09.715455,DE0007164600,0.0,0.0,0.0,0.0,2023-04-24T17:45:00+02:00,119.88,2023-04-24T17:42:45+02:00,-1.4630938682,-1.78,222197902.4
01:35:09.715678,US0378331005,0.0,0.0,0.0,0.0,2023-04-24T17:45:30+02:00,149.06,2023-04-24T17:35:37+02:00,-0.9041350885,-1.36,5160717.24
02:15:10.838327,DE0005933931,0.0,0.0,0.0,0.0,2023-04-24T17:36:33+02:00,133.54,2023-04-24T17:36:22+02:00,-0.089780039,-0.12,13872002.66
02:15:10.878589,DE0007164600,0.0,0.0,0.0,0.0,2023-04-24T17:45:00+02:00,119.88,2023-04-24T17:42:45+02:00,-1.4630938682,-1.78,222197902.4
02:15:10.881142,US0378331005,0.0,0.0,0.0,0.0,2023-04-24T17:45:30+02:00,149.06,2023-04-24T17:35:37+02:00,-0.9041350885,-1.36,5160717.24
02:55:12.037451,DE0005933931,0.0,0.0,0.0,0.0,2023-04-24T17:36:33+02:00,133.54,2023-04-24T17:36:22+02:00,-0.089780039,-0.12,13872002.66
02:55:12.039273,US0378331005,0.0,0.0,0.0,0.0,2023-04-24T17:45:30+02:00,149.06,2023-04-24T17:35:37+02:00,-0.9041350885,-1.36,5160717.24
02:55:12.042211,DE0007164600,0.0,0.0,0.0,0.0,2023-04-24T17:45:00+02:00,119.88,2023-04-24T17:42:45+02:00,-1.4630938682,-1.78,222197902.4
03:35:13.058198,DE0005933931,0.0,0.0,0.0,0.0,2023-04-24T17:36:33+02:00,133.54,2023-04-24T17:36:22+02:00,-0.089780039,-0.12,13872002.66
03:35:13.058578,US0378331005,0.0,0.0,0.0,0.0,2023-04-24T17:45:30+02:00,149.06,2023-04-24T17:35:37+02:00,-0.9041350885,-1.36,5160717.24
03:35:13.059260,DE0007164600,0.0,0.0,0.0,0.0,2023-04-24T17:45:00+02:00,119.88,2023-04-24T17:42:45+02:00,-1.4630938682,-1.78,222197902.4
04:15:14.310853,DE0005933931,0.0,0.0,0.0,0.0,2023-04-24T17:36:33+02:00,133.54,2023-04-24T17:36:22+02:00,-0.089780039,-0.12,13872002.66
04:15:14.314019,DE0007164600,0.0,0.0,0.0,0.0,2023-04-24T17:45:00+02:00,119.88,2023-04-24T17:42:45+02:00,-1.4630938682,-1.78,222197902.4
04:15:14.318892,US0378331005,0.0,0.0,0.0,0.0,2023-04-24T17:45:30+02:00,149.06,2023-04-24T17:35:37+02:00,-0.9041350885,-1.36,5160717.24
04:55:15.315852,DE0005933931,0.0,0.0,0.0,0.0,2023-04-24T17:36:33+02:00,133.54,2023-04-24T17:36:22+02:00,-0.089780039,-0.12,13872002.66
