timeutc,isin,bidPrice,askPrice,bidUnits,askUnits,dateTimeBidAsk,lastPrice,dateTimeLastPrice,changeToPrevDayPercent,changeToPrevDayAbsolute,currentValidVolume
00:15:07.555782,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
00:15:07.557734,US0378331005,0.0,150.4,0.0,1007.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
00:15:07.560397,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
00:55:08.589951,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
00:55:08.591423,US0378331005,0.0,150.36,0.0,120.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
00:55:08.593252,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
01:35:09.783167,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
01:35:09.784176,US0378331005,0.0,150.4,0.0,1007.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
01:35:09.786111,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
02:15:10.901352,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
02:15:10.902074,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
02:15:10.904109,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
02:55:11.795639,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
02:55:11.801217,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
02:55:11.803004,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
03:35:12.959982,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
03:35:13.001625,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
03:35:13.003391,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
04:15:14.011821,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
04:15:14.013120,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
04:15:14.015659,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
04:55:15.052232,US0378331005,0.0,150.36,0.0,120.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
04:55:15.053594,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
04:55:15.056270,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
05:35:01.213354,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
05:35:01.214123,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
05:35:01.217212,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
06:15:02.324066,US0378331005,0.0,150.36,0.0,120.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
06:15:02.327728,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
06:15:02.327924,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
06:55:03.312056,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
06:55:03.354472,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
06:55:03.356667,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
07:35:04.437644,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
07:35:04.439007,US0378331005,0.0,150.4,0.0,1007.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
07:35:04.439975,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
08:15:05.849674,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
08:15:05.852509,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
08:15:05.855401,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
08:55:06.657758,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
08:55:06.658551,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
08:55:06.661005,US0378331005,0.0,150.36,0.0,120.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
09:35:07.700764,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
09:35:07.702628,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
