timeutc,isin,bidPrice,askPrice,bidUnits,askUnits,dateTimeBidAsk,lastPrice,dateTimeLastPrice,changeToPrevDayPercent,changeToPrevDayAbsolute,currentValidVolume
00:15:03.622673,US0378331005,0.0,0.0,0.0,0.0,2023-04-26T17:31:17+02:00,148.9,2023-04-26T17:35:58+02:00,-0.9050978305,-1.36,9721419.1
00:15:03.624037,DE0007164600,0.0,0.0,0.0,0.0,2023-04-26T17:45:00+02:00,121.7,2023-04-26T17:35:09+02:00,-0.7178985153,-0.88,234627961.58
00:15:03.626222,DE0005933931,0.0,0.0,0.0,0.0,2023-04-26T17:36:16+02:00,132.9,2023-04-26T17:36:14+02:00,-0.5090582423,-0.68,25834855.02
00:55:04.698658,DE0005933931,0.0,0.0,0.0,0.0,2023-04-26T17:36:16+02:00,132.9,2023-04-26T17:36:14+02:00,-0.5090582423,-0.68,25834855.02
00:55:04.699835,US0378331005,0.0,0.0,0.0,0.0,2023-04-26T17:31:17+02:00,148.9,2023-04-26T17:35:58+02:00,-0.9050978305,-1.36,9721419.1
00:55:04.702189,DE0007164600,0.0,0.0,0.0,0.0,2023-04-26T17:45:00+02:00,121.7,2023-04-26T17:35:09+02:00,-0.7178985153,-0.88,234627961.58
01:35:05.816469,DE0005933931,0.0,0.0,0.0,0.0,2023-04-26T17:36:16+02:00,132.9,2023-04-26T17:36:14+02:00,-0.5090582423,-0.68,25834855.02
01:35:05.817755,DE0007164600,0.0,0.0,0.0,0.0,2023-04-26T17:45:00+02:00,121.7,2023-04-26T17:35:09+02:00,-0.7178985153,-0.88,234627961.58
01:35:05.819655,US0378331005,0.0,0.0,0.0,0.0,2023-04-26T17:31:17+02:00,148.9,2023-04-26T17:35:58+02:00,-0.9050978305,-1.36,9721419.1
02:15:06.932503,DE0005933931,0.0,0.0,0.0,0.0,2023-04-26T17:36:16+02:00,132.9,2023-04-26T17:36:14+02:00,-0.5090582423,-0.68,25834855.02
02:15:06.932938,US0378331005,0.0,0.0,0.0,0.0,2023-04-26T17:31:17+02:00,148.9,2023-04-26T17:35:58+02:00,-0.9050978305,-1.36,9721419.1
02:15:06.934278,DE0007164600,0.0,0.0,0.0,0.0,2023-04-26T17:45:00+02:00,121.7,2023-04-26T17:35:09+02:00,-0.7178985153,-0.88,234627961.58
02:55:08.151256,DE0005933931,0.0,0.0,0.0,0.0,2023-04-26T17:36:16+02:00,132.9,2023-04-26T17:36:14+02:00,-0.5090582423,-0.68,25834855.02
02:55:08.151729,DE0007164600,0.0,0.0,0.0,0.0,2023-04-26T17:45:00+02:00,121.7,2023-04-26T17:35:09+02:00,-0.7178985153,-0.88,234627961.58
02:55:08.153663,US0378331005,0.0,0.0,0.0,0.0,2023-04-26T17:31:17+02:00,148.9,2023-04-26T17:35:58+02:00,-0.9050978305,-1.36,9721419.1
03:35:09.139049,DE0005933931,0.0,0.0,0.0,0.0,2023-04-26T17:36:16+02:00,132.9,2023-04-26T17:36:14+02:00,-0.5090582423,-0.68,25834855.02
03:35:09.139819,US0378331005,0.0,0.0,0.0,0.0,2023-04-26T17:31:17+02:00,148.9,2023-04-26T17:35:58+02:00,-0.9050978305,-1.36,9721419.1
