timeutc,isin,bidPrice,askPrice,bidUnits,askUnits,dateTimeBidAsk,lastPrice,dateTimeLastPrice,changeToPrevDayPercent,changeToPrevDayAbsolute,currentValidVolume
00:15:06.571771,DE0005933931,0.0,0.0,0.0,0.0,2023-04-19T17:36:08+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
00:15:06.572124,US0378331005,0.0,152.5,0.0,8.0,2023-04-19T17:35:41+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
00:15:06.572265,DE0007164600,0.0,0.0,0.0,0.0,2023-04-19T17:45:00+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
00:55:07.613036,DE0007164600,0.0,116.02,0.0,1734.0,2023-04-19T17:45:00+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
00:55:07.614126,DE0005933931,133.78,0.0,23503.0,0.0,2023-04-19T17:36:08+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
00:55:07.616719,US0378331005,0.0,0.0,0.0,0.0,2023-04-19T17:35:41+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
01:35:08.720113,DE0005933931,0.0,0.0,0.0,0.0,2023-04-19T17:36:08+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
01:35:08.721001,US0378331005,0.0,152.52,0.0,12.0,2023-04-19T17:35:41+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
01:35:08.722554,DE0007164600,0.0,0.0,0.0,0.0,2023-04-19T17:45:00+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
02:15:09.631353,DE0005933931,0.0,0.0,0.0,0.0,2023-04-19T17:36:08+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
02:15:09.674833,DE0007164600,0.0,0.0,0.0,0.0,2023-04-19T17:45:00+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
02:15:09.675670,US0378331005,0.0,152.52,0.0,337.0,2023-04-19T17:35:41+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
02:55:10.752679,US0378331005,0.0,152.5,0.0,8.0,2023-04-19T17:35:41+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
02:55:10.794685,DE0007164600,0.0,0.0,0.0,0.0,2023-04-19T17:45:00+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
02:55:10.796409,DE0005933931,0.0,0.0,0.0,0.0,2023-04-19T17:36:08+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
03:35:11.915432,DE0007164600,0.0,116.02,0.0,1734.0,2023-04-19T17:45:00+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
03:35:11.915724,DE0005933931,133.78,0.0,23503.0,0.0,2023-04-19T17:36:08+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
03:35:11.915866,US0378331005,0.0,0.0,0.0,0.0,2023-04-19T17:35:41+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
04:15:12.986921,DE0007164600,0.0,0.0,0.0,0.0,2023-04-19T17:45:00+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
04:15:12.987183,US0378331005,0.0,152.5,0.0,8.0,2023-04-19T17:35:41+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
04:15:12.987332,DE0005933931,0.0,0.0,0.0,0.0,2023-04-19T17:36:08+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
04:55:14.071098,DE0007164600,0.0,116.02,0.0,1734.0,2023-04-19T17:45:00+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
04:55:14.072145,DE0005933931,133.78,0.0,23503.0,0.0,2023-04-19T17:36:08+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
04:55:14.073592,US0378331005,0.0,0.0,0.0,0.0,2023-04-19T17:35:41+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
05:15:26.760404,DE0005933931,0.0,0.0,0.0,0.0,2023-04-20T00:03:15+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
05:15:26.760653,DE0007164600,0.0,0.0,0.0,0.0,2023-04-20T00:03:18+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
05:15:26.760857,US0378331005,0.0,0.0,0.0,0.0,2023-04-20T00:03:14+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
05:55:12.908824,DE0005933931,0.0,0.0,0.0,0.0,2023-04-20T00:03:15+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
05:55:12.912526,DE0007164600,0.0,0.0,0.0,0.0,2023-04-20T00:03:18+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
05:55:12.918749,US0378331005,0.0,0.0,0.0,0.0,2023-04-20T00:03:14+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
06:35:14.093379,DE0005933931,0.0,0.0,0.0,0.0,2023-04-20T00:03:15+02:00,133.8,2023-04-19T17:36:07+02:00,0.1347103726,0.18,18066498.56
06:35:14.101123,US0378331005,0.0,0.0,0.0,0.0,2023-04-20T00:03:14+02:00,152.58,2023-04-19T17:35:41+02:00,0.6995776135,1.06,5790433.08
06:35:14.105403,DE0007164600,0.0,0.0,0.0,0.0,2023-04-20T00:03:18+02:00,116.02,2023-04-19T17:37:35+02:00,-0.5997258397,-0.7,158701889.06
07:15:01.828116,DE0005933931,133.34,133.36,7035.0,2400.0,2023-04-20T09:15:00+02:00,133.4,2023-04-20T09:13:59+02:00,-0.2989536622,-0.4,2438943.02
07:15:01.828404,DE0007164600,115.3,115.34,386.0,141.0,2023-04-20T09:15:00+02:00,115.34,2023-04-20T09:14:53+02:00,-0.5861058439,-0.68,15730163.2
