timeutc,isin,bidPrice,askPrice,bidUnits,askUnits,dateTimeBidAsk,lastPrice,dateTimeLastPrice,changeToPrevDayPercent,changeToPrevDayAbsolute,currentValidVolume
00:15:08.924015,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
00:15:08.925247,US0378331005,152.48,152.54,1042.0,8.0,2023-04-28T17:30:27+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
00:15:08.927451,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
00:55:09.927818,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
00:55:09.929379,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
00:55:09.931587,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
01:35:11.149047,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
01:35:11.149613,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
01:35:11.150970,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
02:15:12.143547,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
02:15:12.145278,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
02:15:12.147970,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
02:55:13.190926,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
02:55:13.194564,US0378331005,152.48,152.54,1042.0,8.0,2023-04-28T17:30:27+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
02:55:13.196803,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
03:35:14.433493,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
03:35:14.434307,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
03:35:14.436394,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
04:15:15.419909,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
04:15:15.466558,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
04:15:15.468885,US0378331005,152.48,152.54,1042.0,8.0,2023-04-28T17:30:27+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
04:55:01.535255,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
04:55:01.573554,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
04:55:01.575610,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
05:35:02.602740,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
05:35:02.605075,US0378331005,152.46,152.52,781.0,818.0,2023-04-28T17:30:19+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
05:35:02.607779,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
06:15:03.681055,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
06:15:03.681279,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
06:15:03.682517,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
06:55:04.829893,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
06:55:04.831095,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
06:55:04.833652,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
07:35:05.980730,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
07:35:05.981079,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
07:35:05.983150,US0378331005,152.48,152.54,1042.0,8.0,2023-04-28T17:30:27+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
08:15:06.994054,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
08:15:06.997528,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
08:15:06.998277,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
08:55:08.165937,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
08:55:08.166360,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
08:55:08.167915,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
09:35:09.341002,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
09:35:09.342293,US0378331005,0.0,0.0,0.0,0.0,2023-04-28T17:30:30+02:00,152.64,2023-04-28T17:35:38+02:00,0.9123363744,1.38,11183716.56
09:35:09.343958,DE0007164600,0.0,0.0,0.0,0.0,2023-04-28T17:45:00+02:00,122.86,2023-04-28T17:42:35+02:00,-0.6147872513,-0.76,235517836.9
10:15:10.267337,DE0005933931,0.0,0.0,0.0,0.0,2023-04-28T17:45:59+02:00,133.98,2023-04-28T17:44:41+02:00,0.782307808,1.04,43056351.82
