timeutc,isin,bidPrice,askPrice,bidUnits,askUnits,dateTimeBidAsk,lastPrice,dateTimeLastPrice,changeToPrevDayPercent,changeToPrevDayAbsolute,currentValidVolume
00:15:07.450697,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
00:15:07.451507,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
00:15:07.453947,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
00:55:08.445385,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
00:55:08.446604,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
00:55:08.448654,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
01:35:09.535735,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
01:35:09.580643,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
01:35:09.580903,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
02:15:10.671675,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
02:15:10.672293,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
02:15:10.674128,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
02:55:11.700138,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
02:55:11.700392,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
02:55:11.702340,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
03:35:12.682734,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
03:35:12.683160,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
03:35:12.684691,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
04:15:13.751002,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
04:15:13.752419,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
04:15:13.754294,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
04:55:14.821407,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
04:55:14.822211,US0378331005,0.0,0.0,0.0,0.0,2023-04-21T17:41:28+02:00,150.42,2023-04-21T17:35:50+02:00,-1.1565251676,-1.76,12420282.94
04:55:14.823426,DE0007164600,0.0,0.0,0.0,0.0,2023-04-21T17:45:00+02:00,121.66,2023-04-21T17:42:53+02:00,5.2422145328,6.06,557778002.32
05:35:00.855421,DE0005933931,0.0,0.0,0.0,0.0,2023-04-21T17:43:32+02:00,133.66,2023-04-21T17:36:19+02:00,0.5113550909,0.68,25406580.28
